t,case_id,I_T,disp_vol,KB,KG,FSC,BM,KM,GM,delta,GM_eff,classical_GM_sign,GM_safe,a,r,s,SSB_status,PHASE3_envelope
382,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.600000000000009,DENY,DENY_FINAL
383,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.700000000000008,DENY,DENY_FINAL
384,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.800000000000008,DENY,DENY_FINAL
385,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.900000000000007,DENY,DENY_FINAL
386,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,14.000000000000007,DENY,DENY_FINAL
387,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
388,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
389,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
390,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
391,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
392,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
393,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
394,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
395,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
396,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
397,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
398,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
399,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,14.000000000000007,DENY,DENY_FINAL
